shipment_id,Time,step_index,scenario_name,Front_Top,Front_Middle,Front_Bottom,Middle_Top,Middle_Middle,Middle_Bottom,Rear_Top,Rear_Middle,Rear_Bottom,sconf,coverage_time,ambient_temp,door_open,speed_kmh,cooling_state,true_core_temp,cooling_effectiveness,risk_level,y_next_60_R2,eta_to_R2_60
SYN_SHIP_126,2026-06-02 14:10:00,181,HEAVY_TRAFFIC_HEALTHY_COOLING,2.413,1.643,1.371,2.459,1.619,1.422,2.53,1.953,1.771,1.0,1.0,20.98,0,77.7,NORMAL,1.7,0.97,0.0,0.0,
SYN_SHIP_126,2026-06-02 14:20:00,182,HEAVY_TRAFFIC_HEALTHY_COOLING,2.297,1.567,1.408,2.443,1.711,1.576,2.468,1.985,1.736,1.0,1.0,21.2,0,69.9,NORMAL,1.715,0.985,0.0,0.0,
SYN_SHIP_126,2026-06-02 14:30:00,183,HEAVY_TRAFFIC_HEALTHY_COOLING,2.439,1.662,1.407,2.562,1.588,1.488,2.605,1.883,1.742,1.0,1.0,21.39,0,82.5,NORMAL,1.694,0.969,0.0,0.0,
SYN_SHIP_126,2026-06-02 14:40:00,184,HEAVY_TRAFFIC_HEALTHY_COOLING,2.386,1.676,1.566,2.445,1.848,1.575,2.57,1.916,1.708,1.0,1.0,21.13,0,72.2,NORMAL,1.707,0.935,0.0,0.0,
SYN_SHIP_126,2026-06-02 14:50:00,185,HEAVY_TRAFFIC_HEALTHY_COOLING,2.317,1.651,1.451,2.478,1.571,1.466,2.675,1.973,1.801,1.0,1.0,21.89,0,71.8,NORMAL,1.686,0.958,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:00:00,186,HEAVY_TRAFFIC_HEALTHY_COOLING,2.417,1.713,1.554,2.284,1.823,1.495,2.735,1.843,1.718,1.0,1.0,21.68,0,83.2,NORMAL,1.717,0.937,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:10:00,187,HEAVY_TRAFFIC_HEALTHY_COOLING,2.366,1.585,1.453,2.407,1.726,1.433,2.646,1.889,1.67,1.0,1.0,21.25,0,73.1,NORMAL,1.718,0.991,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:20:00,188,HEAVY_TRAFFIC_HEALTHY_COOLING,2.462,1.635,1.35,2.593,1.806,1.451,2.651,1.962,1.723,1.0,1.0,22.18,0,70.3,NORMAL,1.71,0.944,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:30:00,189,HEAVY_TRAFFIC_HEALTHY_COOLING,2.291,1.73,1.311,2.49,1.775,1.703,2.691,1.972,1.933,1.0,1.0,22.17,0,72.0,NORMAL,1.733,0.942,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:40:00,190,HEAVY_TRAFFIC_HEALTHY_COOLING,2.45,1.778,1.632,2.584,1.753,1.589,2.745,1.99,1.736,1.0,1.0,22.59,0,67.1,NORMAL,1.75,0.973,0.0,0.0,
SYN_SHIP_126,2026-06-02 15:50:00,191,HEAVY_TRAFFIC_HEALTHY_COOLING,2.489,1.67,1.437,2.499,1.767,1.479,2.688,1.824,1.818,1.0,1.0,22.3,0,75.4,NORMAL,1.775,0.927,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:00:00,192,HEAVY_TRAFFIC_HEALTHY_COOLING,2.484,1.629,1.467,2.432,1.674,1.523,2.73,1.824,1.949,1.0,1.0,22.42,0,74.9,NORMAL,1.765,0.957,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:10:00,193,HEAVY_TRAFFIC_HEALTHY_COOLING,2.475,1.795,1.62,2.336,1.918,1.611,2.834,1.926,1.918,1.0,1.0,22.78,0,79.1,NORMAL,1.781,0.922,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:20:00,194,HEAVY_TRAFFIC_HEALTHY_COOLING,2.498,1.732,1.425,2.623,1.759,1.537,2.837,1.982,1.884,1.0,1.0,22.97,0,76.4,NORMAL,1.768,0.96,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:30:00,195,HEAVY_TRAFFIC_HEALTHY_COOLING,2.619,1.711,1.527,2.674,1.715,1.7,2.776,2.085,1.724,1.0,1.0,24.16,0,66.4,NORMAL,1.768,0.922,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:40:00,196,HEAVY_TRAFFIC_HEALTHY_COOLING,2.469,1.634,1.539,2.667,1.788,1.659,2.717,1.999,1.892,1.0,1.0,23.4,0,79.6,NORMAL,1.783,0.978,0.0,0.0,
SYN_SHIP_126,2026-06-02 16:50:00,197,HEAVY_TRAFFIC_HEALTHY_COOLING,2.638,1.722,1.584,2.48,1.795,1.666,2.713,1.986,1.903,1.0,1.0,23.88,0,82.5,NORMAL,1.806,0.934,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:00:00,198,HEAVY_TRAFFIC_HEALTHY_COOLING,2.396,1.651,1.483,2.499,1.828,1.532,2.782,2.145,1.72,1.0,1.0,23.65,0,75.7,NORMAL,1.806,0.947,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:10:00,199,HEAVY_TRAFFIC_HEALTHY_COOLING,2.46,1.714,1.575,2.733,1.922,1.676,2.734,2.0,1.957,1.0,1.0,23.72,0,68.9,NORMAL,1.796,0.969,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:20:00,200,HEAVY_TRAFFIC_HEALTHY_COOLING,2.461,1.759,1.505,2.599,1.676,1.644,2.732,1.972,1.978,1.0,1.0,24.5,0,67.9,NORMAL,1.803,0.95,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:30:00,201,HEAVY_TRAFFIC_HEALTHY_COOLING,2.465,1.699,1.399,2.655,1.901,1.542,2.821,1.934,1.933,1.0,1.0,23.73,0,73.7,NORMAL,1.82,0.938,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:40:00,202,HEAVY_TRAFFIC_HEALTHY_COOLING,2.409,1.798,1.557,2.7,1.856,1.786,2.812,2.1,2.02,1.0,1.0,23.57,0,76.8,NORMAL,1.858,0.945,0.0,0.0,
SYN_SHIP_126,2026-06-02 17:50:00,203,HEAVY_TRAFFIC_HEALTHY_COOLING,2.593,1.797,1.557,2.609,1.931,1.71,2.868,2.025,1.856,1.0,1.0,24.24,0,68.2,NORMAL,1.862,0.964,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:00:00,204,HEAVY_TRAFFIC_HEALTHY_COOLING,2.707,1.782,1.599,2.602,1.978,1.831,2.849,2.081,1.961,1.0,1.0,24.85,0,68.2,NORMAL,1.877,0.94,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:10:00,205,HEAVY_TRAFFIC_HEALTHY_COOLING,2.473,1.786,1.743,2.521,1.925,1.698,2.875,2.087,1.989,1.0,1.0,24.44,0,73.0,NORMAL,1.878,1.0,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:20:00,206,HEAVY_TRAFFIC_HEALTHY_COOLING,2.502,1.812,1.526,2.58,1.755,1.583,2.912,2.025,1.882,1.0,1.0,24.67,0,66.6,NORMAL,1.864,0.924,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:30:00,207,HEAVY_TRAFFIC_HEALTHY_COOLING,2.45,1.825,1.67,2.568,1.9,1.575,2.843,2.131,1.944,1.0,1.0,24.75,0,73.0,NORMAL,1.818,0.942,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:40:00,208,HEAVY_TRAFFIC_HEALTHY_COOLING,2.722,1.912,1.519,2.662,1.825,1.568,2.789,2.089,1.71,1.0,1.0,24.83,0,69.8,NORMAL,1.852,0.968,0.0,0.0,
SYN_SHIP_126,2026-06-02 18:50:00,209,HEAVY_TRAFFIC_HEALTHY_COOLING,2.697,1.768,1.526,2.556,1.842,1.544,2.796,1.993,2.013,1.0,1.0,25.3,0,74.7,NORMAL,1.84,0.951,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:00:00,210,HEAVY_TRAFFIC_HEALTHY_COOLING,2.522,1.737,1.671,2.827,1.779,1.447,2.817,2.205,1.905,1.0,1.0,25.21,0,83.5,NORMAL,1.854,0.986,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:10:00,211,HEAVY_TRAFFIC_HEALTHY_COOLING,2.644,1.724,1.462,2.686,1.944,1.563,2.898,2.166,1.989,1.0,1.0,25.62,0,68.2,NORMAL,1.823,0.993,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:20:00,212,HEAVY_TRAFFIC_HEALTHY_COOLING,2.477,1.789,1.624,2.668,1.822,1.533,3.028,2.047,1.943,1.0,1.0,25.5,0,72.3,NORMAL,1.86,0.96,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:30:00,213,HEAVY_TRAFFIC_HEALTHY_COOLING,2.499,1.823,1.545,2.607,1.883,1.708,2.852,2.051,1.881,1.0,1.0,25.2,0,79.5,NORMAL,1.861,0.95,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:40:00,214,HEAVY_TRAFFIC_HEALTHY_COOLING,2.565,1.876,1.655,2.726,1.904,1.654,2.813,2.11,1.94,1.0,1.0,25.1,0,82.6,NORMAL,1.882,0.928,0.0,0.0,
SYN_SHIP_126,2026-06-02 19:50:00,215,HEAVY_TRAFFIC_HEALTHY_COOLING,2.69,1.802,1.592,2.637,1.866,1.605,2.948,2.007,1.947,1.0,1.0,25.35,0,70.6,NORMAL,1.882,0.94,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:00:00,216,HEAVY_TRAFFIC_HEALTHY_COOLING,2.58,1.679,1.622,2.661,1.838,1.679,2.849,1.987,1.828,1.0,1.0,25.35,0,69.4,NORMAL,1.859,0.966,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:10:00,217,HEAVY_TRAFFIC_HEALTHY_COOLING,2.496,1.768,1.556,2.715,1.896,1.685,2.81,2.172,1.899,1.0,1.0,26.02,0,72.5,NORMAL,1.865,0.985,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:20:00,218,HEAVY_TRAFFIC_HEALTHY_COOLING,2.637,1.806,1.657,2.871,1.941,1.697,2.896,2.084,1.913,1.0,1.0,26.23,0,67.7,NORMAL,1.864,0.967,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:30:00,219,HEAVY_TRAFFIC_HEALTHY_COOLING,2.624,1.744,1.688,2.616,1.943,1.72,2.993,1.954,1.968,1.0,1.0,26.19,0,78.4,NORMAL,1.87,0.957,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:40:00,220,HEAVY_TRAFFIC_HEALTHY_COOLING,2.496,1.877,1.584,2.608,1.687,1.717,2.926,2.068,1.908,1.0,1.0,26.76,0,69.1,NORMAL,1.85,0.947,0.0,0.0,
SYN_SHIP_126,2026-06-02 20:50:00,221,HEAVY_TRAFFIC_HEALTHY_COOLING,2.586,1.675,1.653,2.625,1.946,1.627,2.858,1.946,1.932,1.0,1.0,26.36,0,84.9,NORMAL,1.849,0.98,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:00:00,222,HEAVY_TRAFFIC_HEALTHY_COOLING,2.558,2.002,1.646,2.714,1.752,1.56,2.934,1.851,1.797,1.0,1.0,25.6,0,71.4,NORMAL,1.829,0.955,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:10:00,223,HEAVY_TRAFFIC_HEALTHY_COOLING,2.575,1.805,1.387,2.731,1.835,1.767,2.821,2.054,2.06,1.0,1.0,25.89,0,69.4,NORMAL,1.842,0.965,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:20:00,224,HEAVY_TRAFFIC_HEALTHY_COOLING,2.479,1.847,1.625,2.735,1.97,1.579,2.945,2.003,1.849,1.0,1.0,26.39,0,74.0,NORMAL,1.881,0.935,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:30:00,225,HEAVY_TRAFFIC_HEALTHY_COOLING,2.644,1.97,1.578,2.771,1.807,1.571,2.843,2.09,1.897,1.0,1.0,25.94,0,65.6,NORMAL,1.874,0.981,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:40:00,226,HEAVY_TRAFFIC_HEALTHY_COOLING,2.506,1.975,1.615,2.826,1.802,1.58,2.961,2.109,1.931,1.0,1.0,26.08,0,75.0,NORMAL,1.893,0.946,0.0,0.0,
SYN_SHIP_126,2026-06-02 21:50:00,227,HEAVY_TRAFFIC_HEALTHY_COOLING,2.725,1.912,1.675,2.849,1.735,1.752,2.952,2.137,1.928,1.0,1.0,26.13,0,77.3,NORMAL,1.93,0.982,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:00:00,228,HEAVY_TRAFFIC_HEALTHY_COOLING,2.629,1.783,1.547,2.756,1.945,1.738,2.931,2.039,1.921,1.0,1.0,26.45,0,68.3,NORMAL,1.918,0.923,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:10:00,229,HEAVY_TRAFFIC_HEALTHY_COOLING,2.609,1.969,1.704,2.771,2.0,1.763,2.982,2.118,2.088,1.0,1.0,25.71,0,75.1,NORMAL,1.918,0.995,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:20:00,230,HEAVY_TRAFFIC_HEALTHY_COOLING,2.534,1.882,1.564,2.839,1.887,1.788,2.872,2.067,1.861,1.0,1.0,25.94,0,72.3,NORMAL,1.91,0.954,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:30:00,231,HEAVY_TRAFFIC_HEALTHY_COOLING,2.71,1.936,1.528,2.562,1.826,1.906,2.911,1.992,1.822,1.0,1.0,26.39,0,76.7,NORMAL,1.885,0.977,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:40:00,232,HEAVY_TRAFFIC_HEALTHY_COOLING,2.788,1.723,1.691,2.789,2.11,1.706,2.865,2.14,1.756,1.0,1.0,27.28,0,67.2,NORMAL,1.875,0.961,0.0,0.0,
SYN_SHIP_126,2026-06-02 22:50:00,233,HEAVY_TRAFFIC_HEALTHY_COOLING,2.495,1.672,1.474,2.551,1.922,1.519,2.773,1.912,1.954,1.0,1.0,26.16,0,77.4,NORMAL,1.844,0.986,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:00:00,234,HEAVY_TRAFFIC_HEALTHY_COOLING,2.526,1.768,1.463,2.722,1.844,1.654,2.937,2.088,1.912,1.0,1.0,26.02,0,80.3,NORMAL,1.814,0.992,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:10:00,235,HEAVY_TRAFFIC_HEALTHY_COOLING,2.588,1.894,1.718,2.603,1.796,1.685,3.027,1.986,1.821,1.0,1.0,26.04,0,66.3,NORMAL,1.865,0.998,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:20:00,236,HEAVY_TRAFFIC_HEALTHY_COOLING,2.473,1.955,1.562,2.69,1.715,1.686,3.029,1.948,2.053,1.0,1.0,25.87,0,66.2,NORMAL,1.875,0.973,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:30:00,237,HEAVY_TRAFFIC_HEALTHY_COOLING,2.639,1.88,1.567,2.729,1.8,1.765,3.002,1.957,1.912,1.0,1.0,25.63,0,74.5,NORMAL,1.895,0.973,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:40:00,238,HEAVY_TRAFFIC_HEALTHY_COOLING,2.58,1.74,1.641,2.789,1.98,1.679,2.77,1.97,2.083,1.0,1.0,25.86,0,79.1,NORMAL,1.878,0.972,0.0,0.0,
SYN_SHIP_126,2026-06-02 23:50:00,239,HEAVY_TRAFFIC_HEALTHY_COOLING,2.585,1.867,1.631,2.721,1.824,1.577,2.821,2.224,2.04,1.0,1.0,25.79,0,73.2,NORMAL,1.888,0.961,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:00:00,240,HEAVY_TRAFFIC_HEALTHY_COOLING,2.559,1.784,1.567,2.833,1.906,1.663,2.89,2.008,2.051,1.0,1.0,25.38,0,84.7,NORMAL,1.881,0.924,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:10:00,241,HEAVY_TRAFFIC_HEALTHY_COOLING,2.608,1.78,1.59,2.765,1.835,1.643,2.827,2.007,1.983,1.0,1.0,25.36,0,75.9,NORMAL,1.859,0.964,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:20:00,242,HEAVY_TRAFFIC_HEALTHY_COOLING,2.612,1.783,1.665,2.754,1.887,1.748,3.042,2.166,1.895,1.0,1.0,25.39,0,72.8,NORMAL,1.889,0.941,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:30:00,243,HEAVY_TRAFFIC_HEALTHY_COOLING,2.573,1.877,1.621,2.835,1.878,1.723,2.919,1.984,2.059,1.0,1.0,25.88,0,84.8,NORMAL,1.88,0.971,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:40:00,244,HEAVY_TRAFFIC_HEALTHY_COOLING,2.498,1.841,1.698,2.636,1.969,1.735,2.908,2.137,1.962,1.0,1.0,25.59,0,80.6,NORMAL,1.904,0.934,0.0,0.0,
SYN_SHIP_126,2026-06-03 00:50:00,245,HEAVY_TRAFFIC_HEALTHY_COOLING,2.525,1.773,1.543,2.819,1.908,1.684,2.996,2.107,1.85,1.0,1.0,24.96,0,81.3,NORMAL,1.904,0.987,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:00:00,246,HEAVY_TRAFFIC_HEALTHY_COOLING,2.568,1.891,1.536,2.796,1.977,1.789,2.912,2.134,2.053,1.0,1.0,24.96,0,75.1,NORMAL,1.898,0.985,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:10:00,247,HEAVY_TRAFFIC_HEALTHY_COOLING,2.637,1.721,1.673,2.772,1.912,1.708,2.868,2.054,1.882,1.0,1.0,25.21,0,81.1,NORMAL,1.903,0.995,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:20:00,248,HEAVY_TRAFFIC_HEALTHY_COOLING,2.533,1.771,1.73,2.602,1.908,1.812,2.936,2.034,1.88,1.0,1.0,24.25,0,84.3,NORMAL,1.898,0.974,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:30:00,249,HEAVY_TRAFFIC_HEALTHY_COOLING,2.665,1.909,1.585,2.609,1.814,1.406,2.935,2.019,1.933,1.0,1.0,24.59,0,80.5,NORMAL,1.891,0.964,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:40:00,250,HEAVY_TRAFFIC_HEALTHY_COOLING,2.541,1.639,1.656,2.709,1.82,1.79,2.775,2.013,1.905,1.0,1.0,24.64,0,72.9,NORMAL,1.869,0.975,0.0,0.0,
SYN_SHIP_126,2026-06-03 01:50:00,251,HEAVY_TRAFFIC_HEALTHY_COOLING,2.679,1.861,1.782,2.55,1.809,1.749,2.825,2.102,1.899,1.0,1.0,25.15,0,71.1,NORMAL,1.913,0.92,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:00:00,252,HEAVY_TRAFFIC_HEALTHY_COOLING,2.459,1.783,1.513,2.57,1.922,1.623,2.877,2.16,1.989,1.0,1.0,24.35,0,72.1,NORMAL,1.886,0.989,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:10:00,253,HEAVY_TRAFFIC_HEALTHY_COOLING,2.594,1.851,1.513,2.746,1.813,1.667,2.959,1.992,1.822,1.0,1.0,24.24,0,81.1,NORMAL,1.87,0.947,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:20:00,254,HEAVY_TRAFFIC_HEALTHY_COOLING,2.635,1.852,1.584,2.706,1.822,1.71,2.919,2.118,2.024,1.0,1.0,23.61,0,75.3,NORMAL,1.89,0.931,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:30:00,255,HEAVY_TRAFFIC_HEALTHY_COOLING,2.642,1.753,1.571,2.663,1.766,1.596,2.837,2.012,1.712,1.0,1.0,23.7,0,77.8,NORMAL,1.85,0.978,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:40:00,256,HEAVY_TRAFFIC_HEALTHY_COOLING,2.508,1.723,1.725,2.662,1.782,1.756,2.804,2.144,1.892,1.0,1.0,23.25,0,82.4,NORMAL,1.879,0.998,0.0,0.0,
SYN_SHIP_126,2026-06-03 02:50:00,257,HEAVY_TRAFFIC_HEALTHY_COOLING,2.441,2.058,1.698,2.805,1.831,1.643,2.903,2.062,1.936,1.0,1.0,23.36,0,70.1,NORMAL,1.848,0.935,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:00:00,258,HEAVY_TRAFFIC_HEALTHY_COOLING,2.491,1.684,1.551,2.672,1.935,1.711,2.912,2.037,1.959,1.0,1.0,23.73,0,71.1,NORMAL,1.871,0.996,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:10:00,259,HEAVY_TRAFFIC_HEALTHY_COOLING,2.71,1.809,1.732,2.765,1.811,1.702,2.833,1.872,1.798,1.0,1.0,23.81,0,71.9,NORMAL,1.872,0.983,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:20:00,260,HEAVY_TRAFFIC_HEALTHY_COOLING,2.687,1.835,1.56,2.559,1.886,1.655,2.831,2.05,1.895,1.0,1.0,23.25,0,81.1,NORMAL,1.866,0.964,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:30:00,261,HEAVY_TRAFFIC_HEALTHY_COOLING,2.517,1.663,1.66,2.543,1.795,1.623,2.93,2.07,1.99,1.0,1.0,23.17,0,84.7,NORMAL,1.847,0.988,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:40:00,262,HEAVY_TRAFFIC_HEALTHY_COOLING,2.408,1.707,1.557,2.652,1.82,1.604,2.657,1.902,1.904,1.0,1.0,22.43,0,81.6,NORMAL,1.818,0.956,0.0,0.0,
SYN_SHIP_126,2026-06-03 03:50:00,263,HEAVY_TRAFFIC_HEALTHY_COOLING,2.4,1.919,1.513,2.578,1.669,1.526,2.718,1.984,1.886,1.0,1.0,23.25,0,83.2,NORMAL,1.792,0.937,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:00:00,264,HEAVY_TRAFFIC_HEALTHY_COOLING,2.54,1.7,1.669,2.55,1.848,1.572,2.698,2.158,1.818,1.0,1.0,22.88,0,65.5,NORMAL,1.799,0.931,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:10:00,265,HEAVY_TRAFFIC_HEALTHY_COOLING,2.658,1.665,1.492,2.534,1.9,1.586,2.697,2.104,1.685,1.0,1.0,21.77,0,82.8,NORMAL,1.814,0.989,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:20:00,266,HEAVY_TRAFFIC_HEALTHY_COOLING,2.569,1.824,1.612,2.72,1.846,1.553,2.704,2.185,1.895,1.0,1.0,22.17,0,71.0,NORMAL,1.81,0.938,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:30:00,267,HEAVY_TRAFFIC_HEALTHY_COOLING,2.49,1.629,1.701,2.571,1.921,1.603,2.84,1.995,2.019,1.0,1.0,22.49,0,80.5,NORMAL,1.775,0.945,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:40:00,268,HEAVY_TRAFFIC_HEALTHY_COOLING,2.397,1.774,1.522,2.553,1.74,1.551,2.7,2.054,1.819,1.0,1.0,22.07,0,80.6,NORMAL,1.771,0.978,0.0,0.0,
SYN_SHIP_126,2026-06-03 04:50:00,269,HEAVY_TRAFFIC_HEALTHY_COOLING,2.359,1.619,1.325,2.464,1.669,1.492,2.736,1.941,1.761,1.0,1.0,21.25,0,73.8,NORMAL,1.749,0.934,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:00:00,270,HEAVY_TRAFFIC_HEALTHY_COOLING,2.438,1.703,1.403,2.419,1.683,1.555,2.602,1.996,1.689,1.0,1.0,20.98,0,68.5,NORMAL,1.724,0.959,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:10:00,271,HEAVY_TRAFFIC_HEALTHY_COOLING,2.32,1.568,1.607,2.464,1.558,1.471,2.655,1.646,1.781,1.0,1.0,21.55,0,69.4,NORMAL,1.717,0.995,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:20:00,272,HEAVY_TRAFFIC_HEALTHY_COOLING,2.338,1.727,1.475,2.445,1.631,1.632,2.689,1.824,1.835,1.0,1.0,21.22,0,70.4,NORMAL,1.732,0.961,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:30:00,273,HEAVY_TRAFFIC_HEALTHY_COOLING,2.358,1.667,1.555,2.565,1.736,1.475,2.711,1.941,1.827,1.0,1.0,21.37,0,80.2,NORMAL,1.749,0.954,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:40:00,274,HEAVY_TRAFFIC_HEALTHY_COOLING,2.391,1.797,1.451,2.498,1.651,1.583,2.538,1.901,1.718,1.0,1.0,20.76,0,71.2,NORMAL,1.732,0.959,0.0,0.0,
SYN_SHIP_126,2026-06-03 05:50:00,275,HEAVY_TRAFFIC_HEALTHY_COOLING,2.439,1.723,1.523,2.436,1.719,1.622,2.701,1.828,1.799,1.0,1.0,20.64,0,73.5,NORMAL,1.751,0.992,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:00:00,276,HEAVY_TRAFFIC_HEALTHY_COOLING,2.431,1.613,1.536,2.519,1.85,1.493,2.775,1.892,1.695,1.0,1.0,20.15,0,74.0,NORMAL,1.74,0.975,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:10:00,277,HEAVY_TRAFFIC_HEALTHY_COOLING,2.28,1.794,1.35,2.438,1.657,1.552,2.64,1.899,1.558,1.0,1.0,20.8,0,76.2,NORMAL,1.698,0.987,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:20:00,278,HEAVY_TRAFFIC_HEALTHY_COOLING,2.348,1.641,1.446,2.297,1.845,1.527,2.663,1.877,1.678,1.0,1.0,19.97,0,76.9,NORMAL,1.693,0.972,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:30:00,279,HEAVY_TRAFFIC_HEALTHY_COOLING,2.121,1.655,1.397,2.426,1.736,1.624,2.634,1.937,1.703,1.0,1.0,20.35,0,68.0,NORMAL,1.672,0.996,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:40:00,280,HEAVY_TRAFFIC_HEALTHY_COOLING,2.408,1.728,1.449,2.315,1.779,1.47,2.555,1.838,1.728,1.0,1.0,20.11,0,67.0,NORMAL,1.672,0.961,0.0,0.0,
SYN_SHIP_126,2026-06-03 06:50:00,281,HEAVY_TRAFFIC_HEALTHY_COOLING,2.44,1.522,1.386,2.371,1.764,1.437,2.71,1.75,1.853,1.0,1.0,20.93,0,75.8,NORMAL,1.669,0.965,0.0,0.0,
SYN_SHIP_126,2026-06-03 07:00:00,282,HEAVY_TRAFFIC_HEALTHY_COOLING,2.473,1.643,1.311,2.553,1.73,1.413,2.649,1.865,1.863,1.0,1.0,20.56,0,81.2,NORMAL,1.711,0.943,0.0,,
SYN_SHIP_126,2026-06-03 07:10:00,283,HEAVY_TRAFFIC_HEALTHY_COOLING,2.339,1.76,1.421,2.37,1.747,1.62,2.542,1.933,1.86,1.0,1.0,19.54,0,65.0,NORMAL,1.71,0.954,0.0,,
SYN_SHIP_126,2026-06-03 07:20:00,284,HEAVY_TRAFFIC_HEALTHY_COOLING,2.266,1.706,1.391,2.465,1.638,1.521,2.616,1.835,1.725,1.0,1.0,19.04,0,75.8,NORMAL,1.702,0.975,0.0,,
SYN_SHIP_126,2026-06-03 07:30:00,285,HEAVY_TRAFFIC_HEALTHY_COOLING,2.398,1.689,1.469,2.428,1.551,1.557,2.576,1.892,1.82,1.0,1.0,19.9,0,83.1,NORMAL,1.67,0.929,0.0,,
SYN_SHIP_126,2026-06-03 07:40:00,286,HEAVY_TRAFFIC_HEALTHY_COOLING,2.298,1.691,1.384,2.457,1.632,1.459,2.479,1.952,1.64,1.0,1.0,19.47,0,73.0,NORMAL,1.677,0.934,0.0,,
SYN_SHIP_126,2026-06-03 07:50:00,287,HEAVY_TRAFFIC_HEALTHY_COOLING,2.296,1.672,1.436,2.326,1.691,1.478,2.632,1.947,1.695,1.0,1.0,20.29,0,74.8,NORMAL,1.662,0.973,0.0,,
